Kata,Noun,Verb,Adjektiva,Adverb
sistematisasi,"kodifikasi,penataan,penertiban,pengaturan,pengorganisasian,penyisteman",,,
sistemis,,,"skematis,struktural,umum,universal",
siswa,"anak,didik,mahasiswa,murid,pelajar",,,
sita,"tuntutan,pembeslahan",,,
sitir,,"kutip,petik,sebut",,
situ,"cak,anda,engkau,kamu",,,
situ,"danau,haud,tasik,telaga",,,
situasi,"kedudukan,posisi,status,iklim,keadaan,suasana,kondisi,konteks,lingkungan",,,
situs,"kedudukan,letak,lokasi,posisi,tempat",,,
siul,,bersuit,,
siuman,,"bangun,ingat,pulang,ingatan,sadar",,
sivilisasi,"iluminasi,pemberadaban,pembinaan,pembudayaan,pencerahan,penyadaran,peradaban",,,
skak,"catur,gajah-gajahan",,,
skala,"nisbah,perbandingan,perimbangan,proporsi,rasio,spektrum,ukuran",,,
skandal,"afair,kasus,sensasi",,,
skedul,"cak,daftar,lis,register,sijil,acara,agenda,jadwal,kalender,programa",,,
skema,"cetak,biru,desain,draf,garis,besar,rancangan,rencana,skenario,sketsa,strategi,bagan,denah,diagram,rangka",,,
skematis,,,"ilustratif,sistematis",
skenario,"skrip,jalan,cerita,ringkasan,skema,sketsa,sinopsis",,,
skeptis,,,"ragu-ragu,sangsi,syak,terbatabata",
sketsa,"coretan,gambar,goresan,ilustrasi,buram,cetak,biru,corat-coret,coret-coretan,draf,konsep,rancangan,rangka,rangrangan,reka,bentuk,rencana,skema,rengrengan,garis,besar,ikhtisar,skenario",,,
ski,selancar,,,
skop,"cak,cakupan,jangkauan,lingkup,radius,spektrum",,,
skor,"angka,biji,nilai,ponten,,kredit,poin",,,
skors,,menghukum,,
skrip,"naskah,skenario,tulisan,tangan,teks",,,
skuadron,eskadron,,,
skuat,"cak,regu,tim",,,
skuter,vespa,,,
slang,"jargon,patois,slogan",,,
slebor,,,"cak,balik,adab,berandalan,bergajulan,ceroboh,dugal,durjana,konyol,,leler,risau,rusuh,sembrono,songong,,ugal-ugalan,acak-acakan,awutawutan,serbah-serbih,serobeh",
slip,"berkas,carik",,,
slof,"bungkus,pak",,,
slogan,"cogan,jargon,moto,pemeo,semboyan",,,
soak,,,"cak,lemah,macet,mati,payah,rusak",
soal,"pertanyaan,bab,hal,ihwal,masalah,pasal,perkara,urusan",,,
sobat,"cak,bendu,sahabat,ikhwan,kawan,rodong,saudara,sejawat,teman",,,
sobek,,,"cabik,cabir,caing,camping,carik,koyak,rabit,robek,suwir,dedel,retas",
soda,"kalium,hidroksida",,,
soda,"kaustik,soda,natrium,hidroksida,soda,gosok",,,
soda,"abu,soda,natrium,karbonat",,,
soda,"natrium,bikarbonat",,,
sodium,natrium,,,
sodok,,"dorong,sorong,tolak",,
sodor,,"anjur,rodok,sorong",,
sofa,"katil,kursi,panjang,resbang",,,
sogok,,"mencolok,mendorong,menjolok,menyodok,merogok,2",,
sohib,"cak,sahabat",,,
sohor,,,tersohor,
sok,,,"angkuh,beraga,bergaduk,berlagak,bermegah,congkak,menggadang,muluk,rangah,ria,snobis,sombong",
sokong,"sangga,topang,tunjang",,,
sol,"tapak,telapak",,,
solid,,,"keras,kuat,kukuh,padat,stabil,bulat,kompak,padu",
solidaritas,"kebersamaan,kekompakan,kesetiakawanan,empati,simpati,tenggang,hati,tenggang,rasa",,,
solider,,,"bertenggang,setia,kawan,simpati",
soliter,,,"individual,sendiri,solo",
solo,,,"sendiri,singular,soliter,tunggal",
solusi,"jalan,keluar,jalan,lepas,pemecahan,penanggulangan,penyelesaian,resolusi",,,
sombong,,,"aga,agul,anggak,angkuh,arogan,bengah,besar,cakap,besar,kecek,besar",
somplak,,,"cempek,cempeng,compeng,compes,cuil,gempil,gerepes,geripis,rempak,rompeng,rompes,rumbing,serpih,sompek,sontak,sumbing,cacat,rusak",
songkok,"kopiah,peci",,,
songong,,,"cak,balik,adab,berandalan,bergajulan,dugal,durjana,konyol,,kurang,adab,kurang,ajar,leler,risau,sembrono,slebor,,tidak,tahu,adat,ugalugalan",
songsong,,"sambut,terima",,
songsong,"payung,kebesaran",,,
sontak,,,"cacat,rusak",
sontak,,,,tiba-tiba
sopan,,,"beradab,beradat,beraturan,elegan,tahu,aturan,tertib,etis,merdesa,patut,santun,hormat,lembut",
sopan,"adab,bahasa,etika,tata,krama,basa-basi",,,
sopir,"pengemudi,pengendara,penyetir",,,
sorak,"pekik,senggak,teriak",,,
sore,"burit,magrib,petang,senja,tunggang",,,
sori,,,,
sorong,,"dorong,tolak",,
sorot,"cahaya,sinar",,,
sortir,,"memilah,memilih,menjaring,menyeleksi,menapis,meninting,menyaring,memeriksa,meneliti",,
sosial,,,"kemasyarakatan,baik,bersahabat,hangat,kordial,menyenangkan,ramah,santun,supel,dermawan,murah",
sosialisasi,"diseminasi,pemasyarakatan",,,
sosiolog,"ahli,sosiologi",,,
sosiologi,"ilmu,masyarakat",,,
sosiopat,"maniak,orang,gila,psikopat",,,
sosok,"bentuk,tubuh,bodi,,perawakan,postur,raut,badan,sikap,tubuh,figur,karakter,orang,persona,potret,pribadi,tokoh,wajah,bentuk,rupa,wujud,bakal,calon,permulaan",,,
sosor,,"menyerang,mematuk,menyudu",,
spanduk,"kain,rentang,kolong,layar,tajuk,rawal",,,
spaning,"tegangan,tekanan,voltase",,,
sparing,,"cak,berlatih",,
spatula,sendok,,,
spedometer,taksimeter,,,
spektakel,"demonstrasi,eksibisi,pertunjukan,tontonan",,,
spektakuler,,,"dahsyat,dramatis,fantastis,hebat,impresif,luar,biasa,maut,,megah,mengagumkan,menggemparkan,menghebohkan,semarak,sensasional",
spektator,"pemirsa,pengamat,penonton,saksi",,,
spektogram,"diagram,gambar,grafik",,,
spektrum,"ki,cakupan,jangkauan,lingkup,skala,skop",,,
spekulan,spekulator,,,
spekulasi,"kontemplasi,pemikiran,refleksi,perenungan,dugaan,hipotesis,perkiraan,premis,teori,judi,pertaruhan",,,
spekulatif,,,"akademis,hipotetis,teoretis,kontemplatif,meditatif,reflektif,untung-untungan",
sperma,"benih,jauhar,mani,manikam,semen",,,
spermatozoa,"sel,jantan",,,
spermatozoid,"gamet,jantan",,,
spesial,,,"individual,partikular,spesifik,istimewa,khas,khusus,tersendiri,distingtif,unik",
spesialis,"ahli,master,pakar,juru,pandai",,,
spesialisasi,"pengkhususan,penjurusan",,,
spesies,"genus,kelas,marga,ordo,rumpun,suku,varietas,jenis,tipe",,,
spesifik,,,"distingtif,idiosinkratis,individual,istimewa,karakteristik,khas,partikular,spesial,khusus,terbatas,definit,jelas,kategoris,tegas,tertentu",
spesifikasi,"detail,perincian,uraian,penajaman,pengkhususan",,,
spesimen,"ilustrasi,contoh,representatif,sampel",,,
spion,"agen,rahasia,intel,jasus,kepetangan,mata-mata,peluluk,,penelik,pengintai,penyuluh,seko",,,
spiral,"lilitan,pilin,suku,batang",,,
spirit,"atma,jiwa,psike,roh,antusiasme,api,,dorongan,energi,gairah,gelora,,nafsu,nyawa,semangat,vitalitas,karakter,suasana",,,
spiritual,,,"kebatinan,kejiwaan,kerohanian,psikis",
spiritualisasi,penjiwaan,,,
spons,"bunga,karang,karet,busa",,,
sponsor,"cukong,patron,penaja,maesenas,pengayom,promotor",,,
spontan,,,"impulsif,instingtif,kontak,,langsung,otomatis,refleks,serentak,serta",
spontanitas,"keserentakan,keserempakan,kesertamertaan",,,
sporadis,,,,"kadang-kadang,kadang-kala,sekali,waktu,sesekali,sewaktu-waktu,suka-suka,tempo-tempo,terkadang"
sport,"cak,gerak,badan,latihan,jasmani,olahraga",,,
sportif,,,"bersih,jujur,putih,hati,suceng",
sportivitas,"kejujuran,kesportifan",,,
sreg,,,"cak,afdal,cocok,enak,pas,plong",
sripanggung,"adibintang,bintang,,diva,primadona",,,
stabil,,,"ajek,konstan,mantap,mapan,setimbang,permanen,tetap,kuat,kukuh,solid,tegu,lurus,normal,sehat",
stabilisasi,"pemantapan,penstabilan",,,
stabilitas,"kemantapan,kemapanan,kestabilan",,,
stadion,gelanggang,,,
stadium,,,"ambang,babak,bagian,fase,periode,tahap,taraf,tingkat",
staf,"karyawan,pekerja",,,
stagnan,,,"adem,ayem,beku,,diam,jumud,lumpuh,mandek,mati,melempem,,pasif,stasioner,statis",
stagnasi,"kebekuan,kejumudan,kelumpuhan,kemandekan,depresi,resesi",,,
stalaktit,"batu,gantung,batu,tetes",,,
stamina,"daya,tahan,energi,kekuatan,ketahanan,tenaga",,,
stan,"kedudukan,posisi,anjungan,paviliun,ruang,pamer,mimbar,panggung",,,
standar,"cagak,kaki,kiap,pengampu,penongkat,penopang,penumpil,penumpu,penunjang,penyangga,penyokong,sagang,alam,bendera,duaja,kalimantang,liwa,panji-panji,pataka,standar,tunggul,umbul-umbul",,,
standar,"barometer,,etika,kriteria,parameter,patokan,tolak,ukur,ukuran",,,
standardisasi,"pembakuan,penyamaan,penyeragaman",,,
stanza,"bait,kuplet",,,
start,,,,
starter,,"mengaktifkan,menghidupkan,menjalankan,menyalakan",,
stasioner,,,"ajek,stagnan,statis,tetap",
stasiun,"halte,terminal,basis,kantor,markas,pangkalan,pos",,,
statis,,,"diam,mati,stagnan,stasioner",
statistik,perangkaan,,,
status,"kapasitas,kedudukan,kualitas,kaliber,kelas,pangkat,peringkat,taraf,posisi,prestise,derajat,gengsi,harga,diri,kehormatan,martabat,nama,pamor,keadaan,posisi,situasi",,,
stempel,"cap,meterai,segel,tera",,,
stenografi,"tulisan,cepat",,,
stepa,"padang,rumput,sabana",,,
stereotipe,,,klise,
steril,,,"antiseptik,suci,hama,bersih,murni,azospermi,bulus,gabuk,impoten,infertil,majir,mandul",
sterilisasi,"penyucihamaan,kastrasi,pengebirian",,,
sterilitas,kemandulan,,,
stigma,"aib,cema,nama,buruk,noda,cap,ciri",,,
stigma,"kepala,putik",,,
stiker,"etiket,label",,,
stimulan,"dorongan,impetus,impuls,insentif,katalis,motivasi,perangsang,stimulus",,,
stimulasi,"eksitasi,perangsangan,stimulan",,,
stimulus,"dorongan,hasutan,impetus,insentif,katalis,motivasi,pancingan,perangsang,provokasi,stimulan",,,
stok,"inventori,pasokan,persediaan,simpanan,suplai,tandon",,,
stop,,"beradu,berhenti,mandek,berakhir,finis,selesai",,
strap,hukuman,,,
strata,"jenjang,kelas,level,pangkat,peringkat,tahapan,tangga,,tingkatan",,,
strategi,"cetak,biru,desain,muslihat,program,rencana,siasat,skema,garis,haluan,kebijakan,khitah,pendekatan,politik,prosedur",,,
strategis,,,"penting,vital,diplomatis,politis,taktis",
stratifikasi,"pelapisan,penjenjangan",,,
stres,"tekanan,tensi",,,
strip,"baris,jalur,garis,lerong,pias",,,
struktur,"bangun,bentuk,desain,konstruksi,format,gatra,rupa,sistem,tata,wujud",,,
struktural,,,sistemis,
strukturalisasi,penstrukturan,,,
studi,,"belajar,bersekolah,mencari,ilmu,menggali,ilmu,menuntut,ilmu,meriset",,
studio,"atelir,bengkel,pedepokan,sanggar",,,
sua,,menghadapkan,,
suai,,"berpadanan,berpatutan,selaras,sesuai",,
suaka,"asilum,pengungsian,perlindungan,surga,",,,
suam,,,"hangat,panas,kuku,pesam",
suami,"junjungan,laki",,,
suap,"ki,uang,sogok",,,
suar,"marak,pijar,menara,api,mercusuar,rumah,api",,,
suara,"bahana,bunyi,vokal,bicara,perkataan,tuturan,ucapan,ki,aspirasi,harapan,paham,pandangan,pendapat,pendirian,setem",,,
suargaloka,"indraloka,kayangan,kedewaan,keindraan,suralaya,surga",,,
suasana,"cuaca,hawa,udara,atmosfer,nada,semangat,spirit,iklim,keadaan,kondisi,situasi",,,
suatu,,,,
subang,"anting-anting,giwang,kerabu,pelik",,,
subbab,"anak,bab",,,
subbagian,seksi,,,
subjek,"poin,pokok,tema,tajuk,topik,bahan,materi,pelajaran,gatra,pangkal,pokok,kalimat",,,
subjektif,,,"individual,khusus,personal,bias,satu,sisi,sudut,sudut",
sublim,,,"agung,akbar,besar,megah,mulia",
subordinat,bawahan,,,
subsidi,"bantuan,sumbangan,tunjangan,injeksi,,suntikan,,tambahan",,,
subskrip,"tika,bawah",,,
substansi,"akar,esensi,intisari,isi,makna,pokok,semangat,benda,entitas,jasad,korpus,massa,materi,aset,harta,kekayaan,khasanah",,,
substansial,,,"kasar,kasatmata,materiil,fisis,jasmaniah,ragawi,sensibel,konkret,bermakna,penting,signifikan,serius",
substantif,"kata,benda,nomina",,,
substitusi,"penggantian,penukaran,penyilihan,sulih,alternatif,pengganti",,,
substil,,,"halus,kecil,lembut,lumat,renik,seni,analistis,logis,cerdik,lancung,licik,lihai,piawai,terampil",
subuh,"dinihari,fajar,pagi,buta",,,
subur,,,"berjebah,berlambak,berlimpah,fertil,gemuk,kaya,produktif,kreatif,inventif",
subversi,"perongrongan,sabotase",,,
subversif,,,"destruktif,durhaka,menyeleweng,menyempal,menyimpang",
suci,,,"bersih,ceria,kalis,kudus,maksum,murni,nirmala,tahir,zakiah,sakral,putih,,haram",
suci,,,"antiseptik,steril",
sudah,,,,"telah,pernah,suah"
sudi,,"bersedia,sanggup,siap,berkenan,mau,rela,solak,sanggup,suka",,
sudi,menyudi,,,
sudut,"bucu,penjuru,pukang,sanding,siku,ujung,ceruk,pelosok,pojok,sudut,pandang",,,
sufi,"ahli,suluk,ahlusuluk,darwis",,,
sufiks,akhiran,,,
sugesti,"advis,anjuran,rekomendasi,saran,usul,bisikan,dorongan,evokasi,bayangan,indikasi,isyarat,jejak,tanda,asosiasi,implikasi,konotasi,siratan",,,
sugestif,,,"evokatif,indikatif,implisit",
sugih,,,"berada,kaya",
suguh,,,,
suhu,"temperatur,hawa",,,
suhu,"guru,master",,,
suit,siul,,,
sujud,,"menyungkum,tanah",,
suka,,,"berkenan,puas,senang,gembira,girang",
sukacita,,,"bahagia,gembira,girang,ria,riang,senang",
sukar,,,"berat,elusif,musykil,pelik,rumit,rumpil,runyam,selit,belit,sulit,susah,terik,,jarang,langka",
sukarela,,,"ikhlas,rela,tulus,bebas,manasuka",
sukarelawan,volunter,,,
sukaria,,,"girang,hati,riang,gembira,suka",
sukat,sukatan,,,
sukma,"arwah,atma,jiwa,nyawa,psike,roh",,,
sukrosa,"gula,sakarosa",,,
sukses,,,"berhasil,berjaya,berkembang,maju,gol,,lulus",
suksesi,"alternasi,konsekusi,pergantian,perputaran,rangkaian,urutan",,,
suksesif,,,"konsekutif,berantai,bersambungan,bersambutan,berturutan,berurutan",
suku,"bangsa,kabilah,kaum,kelompok,keluarga,marga,orang,puak,ras,2",,,
sulam,"bordir,kerwang,rekam,suji,tekat",,,
sulap,"jantur,silap,mata",,,
sulfur,"belerang,welirang",,,
sulih,"ganti,pengganti,penukar,silihan,substitusi",,,
suling,"bangsi,salung,seruling,peluit",,,
suling,,"mengilang),mengukus",,
suling,,,sungsang,
sulit,,,"berat,dilematis,gawat,kusut,payah,pelik,problematis,repot,rumit,rumpil,runyam,ruwet,selit,belit,serius,silang,selimpat,sukar,susah,terik,,teruk,gersang,menderita,ripuh,sengsara,suram,elusif,gelap,misterius,alot,liat,sendat",
sultan,"baginda,raja",,,
sultanat,kesultanan,,,
suluh,"obor,oncor,damar,ketaya,jamung",,,
suluk,"ilmu,sufi,kebatinan,tasawuf,khalwat,pengasingan,diri,pertarakan,pertapaan",,,
sulung,"anak,pertama,anak,tertua,embung,mangala,pembayun,wayan",,,
sulut,,sundut,,
sumbang,,,"cemplang,janggal,miring,,someng,garau,parau,pecah,sember,serak,keliru,salah,sesat,haram",
sumbang,,"bantu,tolong,sokong",,
sumbangsih,"dedikasi,persembahan,sumbangan",,,
sumbar,,"cak,bergaduk,bersumbar,menggadang,meninggikan,diri,menyombong,menyumbar,merangah,meruap,,menantang",,
sumbat,"ganjal,palam,sekang,sumpal,penutup,tangsel",,,
sumber,"mata,air,perigi,sendang,sumur,akar,asal,asal,muasal,asal,mula,asal",,,
sumbing,,,"cempek,cempeng,compeng,cuil,gempil,gerepes,geripis,rempak,rompeng,rompes,rumbing,sempak,serpih,sompek,somplak,sontak,cabik,terbelah,ki,hampa,kecut,tawar",
sumbu,"aksis,as,gandar,pivot,poros",,,
sumbu,"api-api,murang,tali,api,tunam,upet",,,
sumbu,cula,,,
sumpah,"ikrar,janji,kaul,nazar",,,
sumpah,"kutuk,laknat,seranah,serapah,tulah",,,
sumpal,"palam,sumbat",,,
sumpek,,,"sempit,sesak,padat,pengap,keruh,kusut,resah,risau,suntuk",
sumpit,sepit,,,
sumringah,,,"bercahaya,berseri-seri,cerah,ceria",
sumsum,"benak,lemak,tulang,tulang",,,
sumur,"perigi,sumber",,,
sun,"cak,ciuman",,,
sunah,"adat,kebiasaan",,,
sunat,"khitan,potong,kulup",,,
sundul,,"serondol,tanduk",,
sundulan,gentusan,,,
sundut,,sulut,,
sungai,"batang,air,bengawan,ci,kali,wai",,,
sunggi,,"membawa,menjunjung",,
sungging,,"ki,tersimpul",,
sungging,,"menjengking,menunggik,menungging",,
sungguh,,,"benar,betul,real,memang,sebenarnya,sungguh-sungguh,yakin,amat,banget,,betul-betul,kelewat,,nian,sangat,sekali,terlalu,terlampau",
sungguh-sungguh,,,,"benar-benar,betulbetul,sangat,dalam-dalam,intens,mendalam,khusyuk,serius"
sungkal,"mata,bajak",,,
sungkan,,,"canggung,malu-malu,rikuh,risi,segan,takut,enggan,malas",
sungkap,,"copot,rontok,tanggal,terlepas",,
sungkem,,sujud,,
sungkit,,"menyongket,menyulam",,
sungkup,"serkup,rungkup,tudung,tutup",,,
sungkur,,"menangkup,menelangkup,menelungkup,menengkurap,meniarap,menjerahap,menyembam,menyungkum,merahap,merunduk",,
sungkur,"sekop,sodok,tajak,tebak",,,
sungsang,,,"suling,terbalik,terjungkir",
sungut,"berengos,kumis,misai",,,
sungut,"comel,gerutu",,,
suni,,,"ahli,sunah",
suntik,,"mencacah,menginjeksi,menjarum,menyemprot,menggraver,ki,mendoktrin,mengindoktrinasi",,
sunting,hiasan,,,
sunting,,"edit,koreksi",,
suntuk,,,,"maksimal,mentok,pol,habis,lampau,dalu,jauh,larut"
suntuk,,,"cupet,kurang,pikir,parokial,pendek,akal,picik,sektarian,singkat,akal",
sunyi,,,"hening,nyenyat,ranah,senyap,sepi,sirep,tenang,diam,lengang,mati",
supaya,,,,
supel,,,"luwes,kordial,leher,lembut,,ramah,sosial",
super,,,"hebat,istimewa,jempolan,luar,biasa,nomor,satu,nomor,wahid",
superior,,,,
superioritas,"kelebihan,keunggulan,keutamaan,supremasi,senioritas",,,
supernatural,,,"adikodrati,metais,transendental,mistis,paranormal,supranatural,metais,eksesif,ekstrem",
superskrip,"tika,atas",,,
supersonik,,,ultrasonik,
superstar,"adibintang,mahabintang,megabintang",,,
supervisi,"kontrol,pemeriksaan,pengawasan,penyeliaan",,,
supervisor,"bas,,bos,inspektur,nadir,pengawas,pengontrol,penilik,penyelia,superior",,,
suplai,"inventori,pasokan,persediaan,simpanan,stok,tandon",,,
suplemen,"komplemen,pelengkap,tambahan,adendum,apendiks,lampiran",,,
suporter,"partisan,pendukung,pengikut,simpatisan",,,
suportif,,,"kooperatif,responsif",
supranatural,,,"adikodrati,metais,supernatural,transendental",
supremasi,"daulat,dominasi,dominion,kekuasaan,kontrol,superioritas",,,
supresi,"pelarangan,pemasungan,prohibisi,represi,tekanan,tindasan,inhibisi,kekangan",,,
surai,"bulu,tengkuk,rambut,tengkuk,rambut",,,
surai,,"bercerai-berai,berpisah,bubar,buyar",,
suram,,,"beluwek,kepam,kucam,kusam,lusuh,pudar,subam,seput,buram,bureng",
surat,"warkat,akta,sertifikat,catatan,nota,pesan,teks,tulisan,kartu",,,
surat,"harian,koran",,,
surau,"bandarsah,tajuk,langgar,masjid,musala,zawiat",,,
surga,"adnan,firdaus,nirwana,indraloka,kayangan,kedewaan,keindraan,suargaloka,suralaya,ki,asilum,suaka",,,
surgawi,,,firdausi,
suri,"anutan,contoh,teladan",,,
surih,"calar,corek,coret,garis,garit,gores,satar",,,
surplus,"ekses,kelebihan,keuntungan,laba,margin,profit,sisa",,,
suruh,"perintah,suruhan",,,
suruk,,"seluduk,susup",,
surup,,"kemasukan,keranjingan,kerasukan,kesambet,kesampukan,kesentuhan",,
surup,,,"labut,laik,layak,pantas,patut,semenggah,sumbut",
surut,,,"menarik,langkah,mundur,undur",
survei,"inspeksi,pemeriksaan,penilikan,peninjauan",,,
surya,"matahari,mentari,rawi,syamsu",,,
suryakanta,"kaca,pembesar",,,
susah,,,"berat,elusif,payah,pelik,rumit,rumpil,selit,belit,sukar,sulit,terik,,teruk,berabe,celaka,repot,runyam,susah,hati,gelap,getir,jahanam,menderita,ripuh,sarit,sengsara,suram",
susila,kesusilaan,,,
suspensi,"interupsi,penghentian,penangguhan,penundaan",,,
suster,"biarawati,cak,juru,rawat,perawat",,,
susu,"buah,dada,payudara,tetek",,,
susuh,"cucuk,duri,onak,jalu,taji,tegil,baji,paku,kayu,pasak,santung,susuk,pacu",,,
susuk,"baji,paku,kayu,pasak,pating,santung,susuh",,,
susuk,"got,kanal,parit,saluran,selokan,serokan,sungai,buatan,terusan",,,
susun,"lapis,lenggek,limpit,pangkat,rangkap,tingkat,tumpuk",,,
susup,,"masuk,resap,serap,suruk",,
susur,"pinggir,sembir,tepi",,,
susur,sugi,,,
susut,,,menyusut,
suvenir,"cenderamata,cindur,mata,kenangkenangan,sagu,hati,,tanda,mata",,,
suwir,,,"cabik,cabir,camping,rabak,sobek",
swaagih,swadistribusi,,,
swadidik,otodidak,,,
swapraja,,,"bebas,independen,mandiri,otonom,sendiri,swatantra",
swasembada,,,"bebas,independen,mandiri,otonom",
swasta,,,"partikelir,preman,privat",
swastanisasi,privatisasi,,,
swatantra,,,"bebas,independen,mandiri,otonom,sendiri,swapraja",
swipoa,"abakus,dekak-dekak,kalkulator,mesin,hitung,sempoa",,,
syah,"raja,prabu",,,
syahadat,"pengakuan,persaksian",,,
syahbandar,"kepala,pelabuhan,komendur,panglima,pangkalan",,,
syahda,,,"berupa,cantik,elok,majelis,permai,syahdu",
syahdu,,,"agung,kudus,mulia,khidmat,khusyuk",
syahid,"martir,saksi",,,
syahwat,"berahi,erotisme,seks,libido,seksualitas,sensualitas",,,
syair,"puisi,sajak,tembang",,,
syak,,,"curiga,ragu-ragu",
syal,"mafela,selendang",,,
syamsu,"matahari,mentari,rawi,surya,syamsi",,,
syarah,"keinginan,nafsu",,,
syarah,"keterangan,penjelasan,tafsir,ulasan,uraian,ceramah,khotbah,pidato",,,
syarat,"kondisi,limitasi,pembatasan,prasyarat,term,desakan,gugatan,ketentuan,permintaan,tuntutan,alat,sarana",,,
syariat,hukum,,,
syiar,"keagungan,kebesaran,kemuliaan",,,
syirik,"penyekutuan,",,,
syok,,,"cak,terguncang,terpukul",
syukur,"terima,kasih",,,
syur,"anjuran,nasihat,saran",,,
taat,,,"alim,berpegang,teguh,betah,fanatik,kuat,,loyal,pasrah,patih,patuh,saleh,setia,takwa,taslim,tawaduk,tunak,tunduk",
taat,,,"konsisten,konstan,malar",
tabah,,,"betah,cekal,derana,kuat,hati,kuat,kukuh,sabar,setia,tahan,hati,tegar,teguh,hati,tetap,hati,ulet",
tabel,"bagan,daftar,diagram,grafik,indeks,jadwal,katalog,lis,ruang,senarai,skema,susunan,tabulasi",,,
tabiat,"adab,adat,akhlak,bakat,budi,pekerti,cara,gaya,gelagat,gerak-gerik,jejak,karakter,keadaan,kebiasaan,kelakuan,kepribadian,khuluk,lagak,moral,pekerti,pembawaan,perangai,perbuatan,perilaku,rupa,sifat,telatah,temperamen,tindak-tanduk,tingkah,tingkah,laku,tradisi,watak",,,
tabib,"bomoh,dokter,dukun,sinse",,,
tabik,"salam,selamat",,,
tabir,"abar-abar,adang-adang,belat,bidai,cadar,dinding,gorden,kedok,kelir,kerai,layar,paldu,partisi,pembatas,pemisah,penghalang,penyekat,sebeng,sekatan,sekesel,selir,tedeng,tembok,tirai,topeng",,,
tablet,"gentel,pil",,,
tabok,,"gampar,gaplok,pukul,tampar,tapuk,tempeleng,tepak,tepik,sepak",,
tabrak,,"adu,antem,,antuk,bentok,,bentrok,bentur,bentus,gesek,hantam,langgar,sandung,serang,serbu,terjang,terpa,tubruk,tumbuk",,
